Municipio;Código Organizacion;Tipo;Hectáreas;Periodo de Siembra
LAGUNA LIMPIA;84;ZAPALLO;0,5;AGOSTO 
LAGUNA LIMPIA;84;ZAPALLO;1;AGOS
LAGUNA LIMPIA;84;ZAPALLO;1;agosto
LAGUNA LIMPIA;84;MANDIOCA;0,5;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;1;AGOSTO - NOVIEMBRE
LAGUNA LIMPIA;84;MANDIOCA;1;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;1;AGOSTO
LAGUNA LIMPIA;84;MANDIOCA;1;AGOS
LAGUNA LIMPIA;84;ZAPALLO;1;AGOS
LAGUNA LIMPIA;84;MANDIOCA;0,5;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;1;AGOSTO
LAGUNA LIMPIA;84;ZAPALLO;0,5;
LAGUNA LIMPIA;84;MANDIOCA;0,2;
LAGUNA LIMPIA;84;ZAPALLO;0,2;
LAGUNA LIMPIA;84;MANDIOCA;0,2;agosto
LAGUNA LIMPIA;84;ZAPALLO;0,2;agosto
LAGUNA LIMPIA;84;ZAPALLO;2;
COLONIA ELISA;86;MANDIOCA;1;JULIO
COLONIA ELISA;86;ZAPALLO;1;JULIO
COLONIA ELISA;86;BATATA;1;MARZO
COLONIA ELISA;86;MANDIOCA;1;MARZO
COLONIA ELISA;86;ZAPALLO;1;MARZO
COLONIA ELISA;86;BATATA;1;JULIO
COLONIA ELISA;86;MANDIOCA;1;JULIO
COLONIA ELISA;86;ZAPALLO;1;JULIO
COLONIA ELISA;86;MANDIOCA;0,5;SEPTIEMBRE
COLONIA ELISA;86;ZAPALLO;0,5;NOVIEMBRE
COLONIA ELISA;86;MANDIOCA;0,5;SEPTIEMBRE
COLONIA ELISA;86;ZAPALLO;0,25;SEPTIEMBRE
COLONIA ELISA;86;BATATA;0,5;OCTUBRE
COLONIA ELISA;86;MANDIOCA;0,5;OCTUBRE
COLONIA ELISA;86;ZAPALLO;0,5;OCTUBRE
NULL;NULL;MANDIOCA;1,2;
NULL;NULL;ZAPALLO;1;
NULL;NULL;ZAPALLO;0;MARZO
NULL;4;ZAPALLO;1;SEPT
NULL;95;ZAPALLO;2;JULIO 
NULL;10;ZAPALLO;0,5;FEB
PAMPA DEL INDIO;95;ZAPALLO;2;
PAMPA DEL INDIO;95;ZAPALLO;3;JULIO
PAMPA DEL INDIO;95;ZAPALLO;3;
NULL;NULL;ZAPALLO;1;
PAMPA DEL INDIO;95;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;95;ZAPALLO;1;
PAMPA DEL INDIO;95;ZAPALLO;1;
PAMPA DEL INDIO;95;ZAPALLO;1;
NULL;96;ZAPALLO;1;AGOSTO
NULL;96;ZAPALLO;3;AGOSTO
NULL;96;ZAPALLO;10;
NULL;96;ZAPALLO;2;
NULL;96;ZAPALLO;3;
NULL;96;ZAPALLO;5;
NULL;96;ZAPALLO;2;
NULL;96;ZAPALLO;5;AGOSTO
NULL;34;ZAPALLO;0;
PRESIDENCIA ROQUE SAENZ PEÑA;35;ZAPALLO;1,5;
NULL;93;ZAPALLO;1;Enero
TRES ISLETAS;88;MANDIOCA;0,5;Octubre
TRES ISLETAS;88;ZAPALLO;1;Enero
TRES ISLETAS;88;MANDIOCA;0,15;
JUAN JOSE CASTELLI;87;ZAPALLO;2;J/A
MIRAFLORES;66;ZAPALLO;2;JUL
COLONIAS UNIDAS;65;MANDIOCA;0,5;Ago-Sep
COLONIAS UNIDAS;65;ZAPALLO;0,5;Ago-Sep
GENERAL PINEDO;62;ZAPALLO;5;DICIEMBRE
CAPITAN SOLARI;41;ZAPALLO;1;
LAS PALMAS;98;MANDIOCA;0;
LAS PALMAS;98;ZAPALLO;0;
LAS PALMAS;98;MANDIOCA;0,25;OCT/NOV
LAS PALMAS;98;ZAPALLO;0,25;OCT/NOV
LAS PALMAS;98;MANDIOCA;0,25;SEP
LAS PALMAS;98;ZAPALLO;0,25;SEP
LAS PALMAS;98;MANDIOCA;0,5;
LAS PALMAS;98;MANDIOCA;1;
LAS PALMAS;98;ZAPALLO;0,5;
LAS PALMAS;98;MANDIOCA;0;OCT
LAS PALMAS;98;ZAPALLO;0;AGO
MIRAFLORES;61;ZAPALLO;2;AGOST.
GENERAL VEDIA;19;MANDIOCA;2;
GENERAL VEDIA;19;ZAPALLO;2;
MAKALLE;45;ZAPALLO;1;
MAKALLE;45;ZAPALLO;2;
NULL;7;ZAPALLO;1,5;AGO
TRES ISLETAS;88;MANDIOCA;0,75;Julio
TRES ISLETAS;88;ZAPALLO;0,5;Julio
TRES ISLETAS;88;ZAPALLO;1;
TRES ISLETAS;88;ZAPALLO;0,5;ENE-DIC
TRES ISLETAS;88;MANDIOCA;1;Octubre
TRES ISLETAS;88;ZAPALLO;1;Julio
TRES ISLETAS;88;MANDIOCA;0,15;
TRES ISLETAS;88;ZAPALLO;0,5;Septiembre
TRES ISLETAS;88;MANDIOCA;0,25;ENE-DIC
TRES ISLETAS;88;ZAPALLO;0,25;ENE-DIC
TRES ISLETAS;88;ZAPALLO;0,25;
TRES ISLETAS;88;MANDIOCA;0,5;NOV
TRES ISLETAS;88;ZAPALLO;0,5;NOV
TRES ISLETAS;88;MANDIOCA;0,5;JUL
TRES ISLETAS;88;ZAPALLO;1;JUL
GENERAL VEDIA;19;MANDIOCA;0,5;
ENRIQUE URIEN;92;ZAPALLO;1;
ENRIQUE URIEN;92;ZAPALLO;0;
TRES ISLETAS;88;BATATA;1;OCT
TRES ISLETAS;88;MANDIOCA;0,5;SEPT
TRES ISLETAS;88;ZAPALLO;2;JUL
TRES ISLETAS;88;MANDIOCA;0;
TRES ISLETAS;88;ZAPALLO;0;
TRES ISLETAS;88;ZAPALLO;10;JUL-AGOS
TRES ISLETAS;88;MANDIOCA;0,5;
TRES ISLETAS;88;ZAPALLO;0,5;
TRES ISLETAS;88;MANDIOCA;0,5;ENE-DIC
TRES ISLETAS;88;MANDIOCA;0,5;SEPT
TRES ISLETAS;88;ZAPALLO;1,5;FEBRERO
TRES ISLETAS;88;MANDIOCA;0,5;
TRES ISLETAS;88;MANDIOCA;0,5;
TRES ISLETAS;88;ZAPALLO;0,5;
TRES ISLETAS;88;ZAPALLO;0,5;
TRES ISLETAS;88;ZAPALLO;1;Septeimbre
TRES ISLETAS;88;MANDIOCA;0,5;ENE-DIC
MARGARITA BELEN;94;MANDIOCA;0;
MARGARITA BELEN;94;ZAPALLO;0;
TRES ISLETAS;88;MANDIOCA;1;
TRES ISLETAS;88;ZAPALLO;1;
MARGARITA BELEN;94;MANDIOCA;0;
MARGARITA BELEN;94;ZAPALLO;0;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;5;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;0,5;
MARGARITA BELEN;94;ZAPALLO;3;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;MANDIOCA;1;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;0,5;
MIRAFLORES;89;ZAPALLO;1;
MIRAFLORES;89;ZAPALLO;1;
NULL;67;ZAPALLO;1;Febrero
JUAN JOSE CASTELLI;87;ZAPALLO;2;J,A, A
NULL;67;MANDIOCA;0,5;Agosto 
NULL;67;ZAPALLO;2;Agosto
NULL;67;MANDIOCA;0,5;Septiembre
NULL;67;ZAPALLO;0,5;Febrero
JUAN JOSE CASTELLI;87;ZAPALLO;2,5;A/S
JUAN JOSE CASTELLI;87;ZAPALLO;2;J/A  
JUAN JOSE CASTELLI;87;ZAPALLO;4;
JUAN JOSE CASTELLI;87;ZAPALLO;2;
JUAN JOSE CASTELLI;87;ZAPALLO;1,5;J/A
JUAN JOSE CASTELLI;87;ZAPALLO;1;A.S
JUAN JOSE CASTELLI;87;ZAPALLO;5;AGOSTO
JUAN JOSE CASTELLI;87;ZAPALLO;2;J/A
JUAN JOSE CASTELLI;87;ZAPALLO;3;NOVIEMBRE DICIEMBRE
JUAN JOSE CASTELLI;87;ZAPALLO;1;AGO.
JUAN JOSE CASTELLI;87;ZAPALLO;4;J-A
JUAN JOSE CASTELLI;87;ZAPALLO;4;J-A
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;3;
MIRAFLORES;89;ZAPALLO;2;
MIRAFLORES;89;ZAPALLO;2;
PUERTO VILELAS;54;MANDIOCA;0,5;
JUAN JOSE CASTELLI;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;0,25;
VILLA RIO BERMEJITO;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;0,5;
VILLA RIO BERMEJITO;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;2;
VILLA RIO BERMEJITO;58;ZAPALLO;0,75;
JUAN JOSE CASTELLI;58;ZAPALLO;0,5;
VILLA RIO BERMEJITO;58;MANDIOCA;1,25;
VILLA RIO BERMEJITO;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;0,5;
VILLA RIO BERMEJITO;58;MANDIOCA;1;
VILLA RIO BERMEJITO;58;ZAPALLO;1;
VILLA RIO BERMEJITO;58;ZAPALLO;1;JUN.
MIRAFLORES;66;ZAPALLO;0,25;
MIRAFLORES;66;ZAPALLO;1;JUL/AGO
MIRAFLORES;66;MANDIOCA;1;
MIRAFLORES;66;ZAPALLO;1;
MIRAFLORES;66;ZAPALLO;1;ENERO
MIRAFLORES;66;ZAPALLO;1;JUL/AGO
MIRAFLORES;66;ZAPALLO;0,5;JUL/AGO
MIRAFLORES;66;ZAPALLO;0,5;FEB/MAR
MIRAFLORES;61;ZAPALLO;3;AGOST.
MIRAFLORES;61;ZAPALLO;2;
MIRAFLORES;61;ZAPALLO;6;
MIRAFLORES;61;ZAPALLO;3;JULIO
MIRAFLORES;61;ZAPALLO;0;
MIRAFLORES;61;ZAPALLO;0;
MIRAFLORES;61;ZAPALLO;3;
PAMPA DEL INFIERNO;16;ZAPALLO;1,5;agosto
PAMPA DEL INFIERNO;16;ZAPALLO;0,5;febrero
PAMPA DEL INFIERNO;16;ZAPALLO;2;
PAMPA DEL INFIERNO;16;ZAPALLO;2;febrero
PAMPA DEL INFIERNO;16;ZAPALLO;1,5;diciembre
PAMPA DEL INFIERNO;16;ZAPALLO;2;ocrubre
PAMPA DEL INFIERNO;16;ZAPALLO;0,25;febrero 
VILLA RIO BERMEJITO;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;2;JUL-AGOS
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;2;FEB-MAR
JUAN JOSE CASTELLI;73;ZAPALLO;0,5;MANUAL
VILLA RIO BERMEJITO;73;ZAPALLO;0,5;A-S
JUAN JOSE CASTELLI;73;ZAPALLO;0;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;3;MANUAL
VILLA RIO BERMEJITO;73;ZAPALLO;2;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;3;
JUAN JOSE CASTELLI;73;ZAPALLO;2;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;1;JULIO A DICIEMBRE
JUAN JOSE CASTELLI;73;ZAPALLO;1;
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
JUAN JOSE CASTELLI;73;ZAPALLO;1;MANUAL
NULL;93;ZAPALLO;1;Enero
NULL;93;ZAPALLO;2;Enero
MACHAGAI;5;MANDIOCA;0;
MACHAGAI;5;ZAPALLO;0;
PUERTO TIROL;78;MANDIOCA;0;
PUERTO TIROL;78;ZAPALLO;2;
PUERTO TIROL;78;ZAPALLO;0;
PUERTO TIROL;78;ZAPALLO;0;
PUERTO TIROL;78;ZAPALLO;0;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;53;ZAPALLO;0,7;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,25;
PUERTO TIROL;78;ZAPALLO;1;
GENERAL J. DE SAN MARTIN;78;ZAPALLO;2,5;
PUERTO TIROL;78;ZAPALLO;1;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;ZAPALLO;1;
PUERTO TIROL;78;ZAPALLO;0,25;
PUERTO TIROL;78;MANDIOCA;3;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;1;
PUERTO TIROL;78;ZAPALLO;0,5;
PUERTO TIROL;78;MANDIOCA;0,5;
PUERTO TIROL;78;ZAPALLO;0,5;
MAKALLE;45;MANDIOCA;0,25;
MAKALLE;45;MANDIOCA;0,5;
MAKALLE;45;ZAPALLO;0,5;
MAKALLE;45;MANDIOCA;4;SEP.
COMANDANCIA FRIAS;93;ZAPALLO;1;Enero
MAKALLE;45;MANDIOCA;1;agosto - septiembre
MAKALLE;45;ZAPALLO;1;agosto - septiembre
NULL;93;ZAPALLO;1;Enero
NULL;93;ZAPALLO;1;Enero
NULL;85;ZAPALLO;0,5;SEP
NULL;85;ZAPALLO;1;NOV
NULL;85;ZAPALLO;0,5;NOV
NULL;85;ZAPALLO;0,5;
NULL;85;ZAPALLO;2;AGO
NULL;85;ZAPALLO;0,5;ENE
NULL;85;ZAPALLO;0,25;AGO
CAPITAN SOLARI;41;ZAPALLO;0,5;
NULL;41;MANDIOCA;0,5;
NULL;41;ZAPALLO;0,5;
NULL;41;MANDIOCA;0,5;
NULL;41;ZAPALLO;0,5;
NULL;41;MANDIOCA;5;
NULL;41;ZAPALLO;5;
NULL;41;MANDIOCA;0,5;
NULL;41;ZAPALLO;0,5;
NULL;NULL;MANDIOCA;1;
NULL;NULL;ZAPALLO;1;
NULL;85;ZAPALLO;0,2;AGO
NULL;85;ZAPALLO;0,5;JUL
NULL;85;MANDIOCA;0,2;ENE
NULL;85;ZAPALLO;0,2;ENE
NULL;41;MANDIOCA;0,25;
NULL;41;ZAPALLO;0,25;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
NULL;41;MANDIOCA;0,5;
NULL;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;ZAPALLO;1;
NULL;85;ZAPALLO;0,5;AGO
CAPITAN SOLARI;41;MANDIOCA;10;
CAPITAN SOLARI;41;ZAPALLO;10;
NULL;41;MANDIOCA;0,25;
NULL;41;ZAPALLO;0,25;
CAPITAN SOLARI;41;ZAPALLO;8;
;41;MANDIOCA;1;
;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;0;
CAPITAN SOLARI;41;ZAPALLO;0;
CAPITAN SOLARI;41;MANDIOCA;0;
CAPITAN SOLARI;41;ZAPALLO;0;
NULL;41;ZAPALLO;2;
CAPITAN SOLARI;41;MANDIOCA;1;
CAPITAN SOLARI;41;ZAPALLO;1;
CAPITAN SOLARI;41;MANDIOCA;0,25;
CAPITAN SOLARI;41;ZAPALLO;0,25;
NULL;71;ZAPALLO;0,5;FEBRERO-MAYO
NULL;71;MANDIOCA;0,2;AGOSTO/SEP.
NULL;71;ZAPALLO;0,6;FEB
NULL;71;MANDIOCA;0,25;SEP/OCTUBRE
NULL;71;ZAPALLO;0,25;ENERO/FEBRERO
NULL;71;MANDIOCA;0,3;SEP.
NULL;71;MANDIOCA;0,25;AGOSTO SETIEMBREE
NULL;71;ZAPALLO;0,25;FEBRERO
NULL;71;MANDIOCA;0,2;SEP.
NULL;71;MANDIOCA;0,2;SEP.
NULL;71;ZAPALLO;0,5;MAYO
NULL;71;ZAPALLO;0,5;MAYO
NULL;71;ZAPALLO;0,2;FEBRERO
NULL;71;ZAPALLO;0,2;FEBRERO
NULL;44;ZAPALLO;400;
LA ESCONDIDA;40;MANDIOCA;1;AGOSTO/ NOV
LA ESCONDIDA;40;ZAPALLO;0,5;AGOS/ DIC
LA ESCONDIDA;40;MANDIOCA;3;
LA ESCONDIDA;40;ZAPALLO;3;
NULL;40;MANDIOCA;0,25;SEPT
LA ESCONDIDA;NULL;MANDIOCA;0,5;septiembre
LA ESCONDIDA;NULL;ZAPALLO;0,5;Septiembre
LA ESCONDIDA;40;MANDIOCA;0,5;SEP
LA ESCONDIDA;40;MANDIOCA;0,5;octubre
LA ESCONDIDA;40;ZAPALLO;0,5;octubre
LA ESCONDIDA;40;ZAPALLO;3;junio/agosto
LA ESCONDIDA;40;MANDIOCA;0,25;OCT
LA ESCONDIDA;40;ZAPALLO;0,25;OCT
LA ESCONDIDA;40;MANDIOCA;1;octubre 
LA ESCONDIDA;40;ZAPALLO;1;octubre
LA VERDE;69;ZAPALLO;0,5;
LA ESCONDIDA;40;MANDIOCA;0,25;OCTUBRE
LA ESCONDIDA;40;MANDIOCA;0;septiembre
LA ESCONDIDA;40;ZAPALLO;0;septiembre
LA ESCONDIDA;40;MANDIOCA;0;septiembre - octubre 
LA ESCONDIDA;40;ZAPALLO;0;septiembre
SAN BERNARDO;59;ZAPALLO;3;SEP
PRESIDENCIA ROQUE SAENZ PEÑA;51;MANDIOCA;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;0,5;
LA LEONESA;9;MANDIOCA;0,5;
LA LEONESA;9;ZAPALLO;0,5;
PRESIDENCIA ROQUE SAENZ PEÑA;51;ZAPALLO;3;OCTUBRE
LA TIGRA;51;ZAPALLO;2;BATATA Y MANDIOCA
LA TIGRA;51;ZAPALLO;2;BATATA Y MANDIOCA
EL SAUZALITO;75;ZAPALLO;1;agosto
EL SAUZALITO;75;ZAPALLO;0,5;septiembre
EL SAUZALITO;75;ZAPALLO;125;agosto
EL SAUZALITO;75;ZAPALLO;0,5;julio
TRES ISLETAS;18;ZAPALLO;0,5;ENERO
PRESIDENCIA ROQUE SAENZ PEÑA;18;ZAPALLO;2;
PUERTO VILELAS;54;BATATA;0;
PUERTO VILELAS;54;ZAPALLO;0,5;
TRES ISLETAS;18;MANDIOCA;5;
TRES ISLETAS;18;ZAPALLO;10;
PUERTO VILELAS;54;MANDIOCA;0;
EL SAUZALITO;75;ZAPALLO;0,5;septiembre 
PUERTO VILELAS;54;BATATA;0,5;
PUERTO VILELAS;54;ZAPALLO;0,5;
PUERTO VILELAS;54;BATATA;0,5;
PUERTO VILELAS;54;MANDIOCA;0;
NULL;20;MANDIOCA;1;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;1;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0;
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;1,5;AGO/SEP
NULL;20;ZAPALLO;1;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0;
NULL;20;ZAPALLO;0;
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;AGO/SEP
NULL;20;MANDIOCA;0;AGO/SEP
NULL;20;MANDIOCA;1;AGO/SEP
NULL;20;ZAPALLO;1;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO/SEP
NULL;20;ZAPALLO;0,25;
NULL;20;MANDIOCA;2;
NULL;20;ZAPALLO;2;
NULL;20;MANDIOCA;0;AGO/SEP
NULL;20;ZAPALLO;0;AGO/SEP
NULL;20;MANDIOCA;2;AGO/SEP
NULL;20;MANDIOCA;2;AGO/SEP
NULL;20;ZAPALLO;2;
NULL;20;MANDIOCA;2;AGO/SEP
NULL;20;ZAPALLO;2;
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;20;ZAPALLO;0,5;AGO/SEP
NULL;20;MANDIOCA;0;AGO/SEP
NULL;20;ZAPALLO;0;AGO/SEP
NULL;20;MANDIOCA;0,25;AGO-SEP
NULL;20;ZAPALLO;0,25;AGO-SEP (coreano)
NULL;20;ZAPALLO;0,25;AGO-SEP
NULL;20;MANDIOCA;0,05;AGO/SEP
NULL;20;ZAPALLO;0,05;AGO/SEP
NULL;20;MANDIOCA;0;AGO/SEP
NULL;20;ZAPALLO;0;AGO/SEP
NULL;20;MANDIOCA;0,5;AGO/SEP
NULL;19;MANDIOCA;0,25;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;1;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;1;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,25;
GENERAL VEDIA;19;ZAPALLO;0,25;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;1;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;0;
GENERAL VEDIA;19;ZAPALLO;0;
GENERAL VEDIA;19;MANDIOCA;0,5;
GENERAL VEDIA;19;ZAPALLO;0,5;
GENERAL VEDIA;19;MANDIOCA;2;
GENERAL VEDIA;19;ZAPALLO;1;
VILLA BERTHET;7;MANDIOCA;0,5;OCT
VILLA BERTHET;7;MANDIOCA;0,5;OCT
VILLA BERTHET;7;ZAPALLO;0,5;FEB
VILLA BERTHET;7;MANDIOCA;0,5;OCT
VILLA BERTHET;7;MANDIOCA;0,5;OCT
SAN BERNARDO;59;MANDIOCA;0,5;
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;3;
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;2;
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;0,5;FEB
SAN BERNARDO;59;ZAPALLO;2;ENE
SAN BERNARDO;59;ZAPALLO;1;DIC
SAN BERNARDO;59;ZAPALLO;1;
SAN BERNARDO;59;ZAPALLO;1;
TRES ISLETAS;91;ZAPALLO;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGO
TRES ISLETAS;91;MANDIOCA;0,5;AGO
TRES ISLETAS;91;ZAPALLO;1,5;AGO
TRES ISLETAS;91;MANDIOCA;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGO
TRES ISLETAS;91;MANDIOCA;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;
TRES ISLETAS;91;MANDIOCA;0,5;AGO
TRES ISLETAS;91;ZAPALLO;0,5;AGO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;MANDIOCA;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;0,5;A-F
TRES ISLETAS;91;MANDIOCA;0,25;AGO
TRES ISLETAS;91;ZAPALLO;0,5;AGO
TRES ISLETAS;91;MANDIOCA;0,5;AGO
TRES ISLETAS;91;ZAPALLO;0,5;AGO
TRES ISLETAS;91;ZAPALLO;2;FEBBRERO
TRES ISLETAS;91;ZAPALLO;1;AGO
TRES ISLETAS;91;MANDIOCA;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;JUL
TRES ISLETAS;91;ZAPALLO;8;AGO
TRES ISLETAS;91;ZAPALLO;0,5;AGOSTO
TRES ISLETAS;91;MANDIOCA;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;
TRES ISLETAS;91;ZAPALLO;0,25;SEPTIEMBRE
TRES ISLETAS;91;MANDIOCA;0,25;AGO
TRES ISLETAS;91;ZAPALLO;0,25;AGO
TRES ISLETAS;91;ZAPALLO;2,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;JUL/ AGO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;0,5;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;ZAPALLO;1;AGOSTO
TRES ISLETAS;91;MANDIOCA;1;5-6
TRES ISLETAS;91;ZAPALLO;2;JUL/AGO
COMANDANCIA FRIAS;99;ZAPALLO;2;ENERO- FEB
COMANDANCIA FRIAS;99;ZAPALLO;1;ENERO
COMANDANCIA FRIAS;99;ZAPALLO;2;
COMANDANCIA FRIAS;99;ZAPALLO;1;
COMANDANCIA FRIAS;99;ZAPALLO;0;ENERO
AVIA TERAI;100;ZAPALLO;0,5;
NULL;100;ZAPALLO;0,5;
NULL;100;MANDIOCA;1;
NULL;100;ZAPALLO;1;
NAPENAY;100;ZAPALLO;2;
AVIA TERAI;100;ZAPALLO;1;FBRERO
NAPENAY;17;MANDIOCA;0;DICIEMBRE 
NAPENAY;17;ZAPALLO;0;OCTUBRE 
